time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,distance_from_almaty,year,month,day,day_of_year,week_of_year,source,Unnamed: 0
2018-03-26 12:53:50.310000+00:00,43.857,77.3618,23.97,4.6,mb,,45.0,1.554,0.78,us,us1000d94n,2018-06-22T21:32:09.040Z,"24 km E of Kapshagay, Kazakhstan",earthquake,6.0,5.8,0.078,49.0,reviewed,us,us,93.05860893072365,2018,3,26,85,13,recent,
2018-03-30 19:18:40.390000+00:00,42.0669,81.1987,10.0,4.4,mb,,59.0,2.556,0.83,us,us1000dbkx,2018-06-22T21:32:16.040Z,"124 km NE of Aksu, China",earthquake,7.1,1.8,0.082,43.0,reviewed,us,us,372.49948887480804,2018,3,30,89,13,historical,459460.0
2018-04-02 04:36:07.010000+00:00,40.1295,79.364,10.0,4.5,mb,,82.0,1.987,1.44,us,us2000dxke,2018-06-30T01:11:24.040Z,"112 km SW of Aykol, China",earthquake,7.7,1.9,0.163,11.0,reviewed,us,us,389.9387752081157,2018,4,2,92,14,historical,459658.0
2018-04-03 08:14:42.130000+00:00,39.7466,74.4656,31.34,5.0,mww,,23.0,2.072,0.78,us,us1000ddip,2022-05-03T19:09:00.064Z,"134 km WNW of Kashgar, China",earthquake,5.4,4.0,0.078,16.0,reviewed,us,us,423.30827257451233,2018,4,3,93,14,historical,459770.0
2018-04-03 14:39:34.050000+00:00,40.2313,76.7564,35.0,4.6,mb,,174.0,1.693,0.68,us,us2000dy0z,2018-06-30T01:11:26.040Z,"106 km NE of Kashgar, China",earthquake,7.8,2.0,0.193,8.0,reviewed,us,us,319.1243330655321,2018,4,3,93,14,historical,459791.0
2018-04-08 16:12:59.720000+00:00,42.702,78.6417,25.31,4.4,mb,,182.0,1.154,0.41,us,us2000dzsl,2018-06-30T01:11:35.040Z,"22 km E of Tyup, Kyrgyzstan",earthquake,9.3,6.9,0.203,7.0,reviewed,us,us,150.94144028680222,2018,4,8,98,14,recent,
2018-04-12 10:41:50.280000+00:00,40.3281,77.3742,10.0,5.0,mb,,63.0,1.437,1.21,us,us2000dyta,2018-07-07T02:25:19.040Z,"151 km NE of Kashgar, China",earthquake,6.6,1.9,0.04,201.0,reviewed,us,us,311.0476517904031,2018,4,12,102,15,historical,460445.0
2018-05-04 10:43:50.560000+00:00,39.7258,74.7266,35.0,4.4,mb,,75.0,2.077,0.92,us,us1000dxsq,2018-07-27T20:20:31.040Z,"112 km WNW of Kashgar, China",earthquake,6.5,2.0,0.089,37.0,reviewed,us,us,415.5561313335492,2018,5,4,124,18,historical,461976.0
2018-05-06 03:17:18.880000+00:00,39.4512,73.3883,10.0,4.6,mwr,,63.0,1.226,1.38,us,us1000dz4n,2018-07-27T20:20:29.040Z,"96 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,2.8,1.8,0.061,26.0,reviewed,us,us,499.16542678553105,2018,5,6,126,18,historical,462330.0
2018-05-06 07:06:19.160000+00:00,45.3451,79.9058,15.06,4.4,mb,,91.0,2.054,0.59,us,us1000dz9d,2018-07-27T20:20:28.040Z,"7 km S of Sarkand, Kazakhstan",earthquake,7.9,6.0,0.219,6.0,reviewed,us,us,347.5742068564143,2018,5,6,126,18,historical,462360.0
2018-05-08 00:44:10.210000+00:00,39.9512,75.9881,10.0,4.4,mwr,,65.0,2.667,1.2,us,us1000e0dm,2018-08-08T15:19:22.040Z,"53 km N of Kashgar, China",earthquake,7.1,1.9,0.053,34.0,reviewed,us,us,357.7382984253954,2018,5,8,128,19,historical,462528.0
2018-06-07 14:07:28.600000+00:00,41.731,82.6714,10.0,4.3,mb,,78.0,3.269,1.22,us,us1000ekem,2018-08-29T16:35:13.040Z,"21 km W of Kuqa, China",earthquake,6.9,1.9,0.16,11.0,reviewed,us,us,499.86045287365533,2018,6,7,158,23,historical,465963.0
2018-07-17 14:35:17.260000+00:00,40.2938,73.3694,35.0,4.7,mb,,65.0,1.069,1.14,us,us2000g718,2018-10-04T14:15:33.040Z,"53 km S of Uzgen, Kyrgyzstan",earthquake,5.8,2.0,0.276,4.0,reviewed,us,us,426.34504431525664,2018,7,17,198,29,historical,478229.0
2018-07-26 17:29:01.360000+00:00,43.9987,77.8953,29.34,3.8,mb,,66.0,1.542,0.92,us,us2000gejz,2022-08-08T06:31:14.188Z,"40 km S of Saryozek, Kazakhstan",earthquake,3.3,8.9,0.208,6.0,reviewed,us,us,129.66669670264582,2018,7,26,207,30,recent,
2018-08-07 17:17:23.350000+00:00,41.3092,72.5788,27.51,4.6,mwr,,22.0,1.832,0.94,us,us1000g4x2,2018-10-17T18:11:47.040Z,"30 km E of Tash-Kumyr, Kyrgyzstan",earthquake,4.3,4.7,0.054,33.0,reviewed,us,us,405.6127088237865,2018,8,7,219,32,historical,483688.0
2018-08-08 20:19:32.700000+00:00,39.1839,74.1409,10.0,4.3,mb,,82.0,1.836,0.97,us,us1000g5gc,2018-10-17T18:11:58.040Z,"113 km N of Murghob, Tajikistan",earthquake,6.5,2.0,0.153,12.0,reviewed,us,us,491.7038686674588,2018,8,8,220,32,historical,483773.0
2018-08-22 03:49:41.970000+00:00,39.6189,73.5952,53.57,4.4,mb,,54.0,1.391,0.82,us,us1000gf61,2018-11-01T17:50:53.040Z,"110 km SE of Nookat, Kyrgyzstan",earthquake,6.2,7.8,0.075,51.0,reviewed,us,us,473.7595685042595,2018,8,22,234,34,historical,485605.0
2018-08-22 08:00:28.380000+00:00,39.3342,73.9274,61.6,4.4,mb,,90.0,1.651,1.33,us,us1000gf81,2018-11-01T17:50:53.040Z,"129 km N of Murghob, Tajikistan",earthquake,6.8,11.1,0.169,10.0,reviewed,us,us,485.63599041903774,2018,8,22,234,34,historical,485618.0
2018-08-25 03:18:38.710000+00:00,44.9647,80.8057,51.01,4.0,mb,,58.0,2.017,1.04,us,us1000gh4y,2018-11-01T17:50:58.040Z,"85 km SE of Sarkand, Kazakhstan",earthquake,8.0,9.2,0.157,11.0,reviewed,us,us,376.7410668903342,2018,8,25,237,34,historical,485882.0
2018-08-31 12:21:27+00:00,42.932,77.6741,10.0,4.7,mb,,62.0,0.687,0.63,us,us2000h5y1,2018-11-07T18:37:07.040Z,"50 km SSE of Esik, Kazakhstan",earthquake,4.6,1.9,0.069,65.0,reviewed,us,us,67.99096576601227,2018,8,31,243,35,recent,
2018-09-03 21:51:45.040000+00:00,39.4095,76.8745,10.0,4.6,mb,,85.0,2.125,0.79,us,us2000h7br,2018-11-14T17:40:12.040Z,"76 km E of Kashgar, China",earthquake,2.7,1.8,0.062,78.0,reviewed,us,us,410.36504900233024,2018,9,3,246,36,historical,486693.0
2018-09-03 21:52:56.260000+00:00,39.3941,76.8783,10.0,5.5,mww,,85.0,2.141,0.93,us,us2000h7ci,2022-05-03T19:29:05.929Z,"76 km E of Kashgar, China",earthquake,6.5,1.8,0.071,19.0,reviewed,us,us,412.0778622394849,2018,9,3,246,36,historical,486694.0
2018-09-04 02:51:27.900000+00:00,39.587,76.7137,22.62,4.6,mb,,71.0,1.918,0.91,us,us2000h80h,2018-11-14T17:40:13.040Z,"63 km ENE of Kashgar, China",earthquake,7.7,6.7,0.105,27.0,reviewed,us,us,390.84541135190995,2018,9,4,247,36,historical,486715.0
2018-09-14 22:15:05.270000+00:00,41.9386,77.2122,19.96,4.2,mwr,,76.0,0.489,0.71,us,us2000hev4,2022-08-08T08:10:27.931Z,"22 km S of Kadzhi-Say, Kyrgyzstan",earthquake,3.5,5.0,0.083,14.0,reviewed,us,us,132.1516187728437,2018,9,14,257,37,recent,
2018-10-08 14:48:02.650000+00:00,39.4189,75.1609,27.05,4.6,mb,,93.0,2.094,0.71,us,us1000h8rt,2018-12-21T21:15:47.040Z,"71 km W of Kashgar, China",earthquake,7.8,2.4,0.105,27.0,reviewed,us,us,433.5067023261167,2018,10,8,281,41,historical,489502.0
2018-10-10 01:48:48.110000+00:00,39.7212,73.9309,41.43,4.5,mb,,56.0,1.756,0.92,us,us1000h9s9,2018-12-21T21:15:48.040Z,"127 km ESE of Nookat, Kyrgyzstan",earthquake,2.4,6.7,0.081,45.0,reviewed,us,us,448.5172585431755,2018,10,10,283,41,historical,489598.0
2018-10-16 02:10:13.920000+00:00,44.2022,82.5805,25.12,5.2,mww,,18.0,2.599,0.53,us,us1000hcmu,2022-08-08T09:13:38.875Z,"101 km NNW of Xinyuan, China",earthquake,5.9,3.8,0.127,6.0,reviewed,us,us,475.39558151849457,2018,10,16,289,42,historical,490036.0
2018-10-20 10:47:42.540000+00:00,41.9381,82.304,10.0,4.8,mb,,72.0,2.43,0.68,us,us1000hey4,2018-12-21T22:27:07.040Z,"57 km WNW of Kuqa, China",earthquake,2.0,1.9,0.061,83.0,reviewed,us,us,463.6143298602395,2018,10,20,293,42,historical,490408.0
2018-10-21 08:42:01.970000+00:00,41.8308,82.4188,10.0,4.5,mb,,60.0,2.485,0.58,us,us1000hf7v,2018-12-21T22:27:08.040Z,"44 km WNW of Kuqa, China",earthquake,7.5,1.9,0.077,49.0,reviewed,us,us,476.4197162273732,2018,10,21,294,42,historical,490463.0
2018-10-21 15:11:13.350000+00:00,41.6817,82.4498,10.0,4.7,mb,,116.0,2.477,0.7,us,us1000hf9v,2018-12-21T22:27:08.040Z,"40 km W of Kuqa, China",earthquake,9.7,1.8,0.147,14.0,reviewed,us,us,484.500646265173,2018,10,21,294,42,historical,490483.0
2018-10-22 21:37:26.310000+00:00,44.2018,82.5945,10.0,5.1,mb,,41.0,2.6,0.66,us,us1000hful,2022-05-03T19:36:05.464Z,"100 km NNW of Xinyuan, China",earthquake,6.8,1.8,0.04,198.0,reviewed,us,us,476.47333057544347,2018,10,22,295,43,historical,490580.0
2018-10-23 17:31:19.570000+00:00,40.9683,78.755,10.0,4.9,mb,,61.0,0.419,0.9,us,us1000hg6r,2019-01-10T17:18:34.040Z,"116 km W of Aykol, China",earthquake,5.6,1.8,0.076,54.0,reviewed,us,us,283.5688842438827,2018,10,23,296,43,recent,
2018-10-24 09:58:32.290000+00:00,40.9764,78.7203,10.0,4.0,mb,,76.0,0.436,1.2,us,us1000hgfr,2019-01-10T17:18:35.040Z,"119 km W of Aykol, China",earthquake,3.9,2.0,0.258,4.0,reviewed,us,us,281.24463719349006,2018,10,24,297,43,recent,
2018-10-30 02:22:21.010000+00:00,39.4323,75.1483,19.53,4.6,mwr,,60.0,2.084,0.93,us,us1000hiut,2019-01-21T14:29:39.040Z,"72 km W of Kashgar, China",earthquake,6.0,4.3,0.055,32.0,reviewed,us,us,432.44432214894454,2018,10,30,303,44,historical,491146.0
2018-11-03 21:36:23.540000+00:00,40.2409,77.6552,29.65,4.9,mww,,39.0,1.491,0.62,us,us2000i6ia,2019-01-21T14:29:46.040Z,"166 km ENE of Kashgar, China",earthquake,5.9,4.6,0.069,20.0,reviewed,us,us,324.5335202669009,2018,11,3,307,44,historical,491459.0
2018-11-07 17:27:47.860000+00:00,44.1128,82.5453,10.0,4.5,mb,,59.0,2.687,0.98,us,us2000i841,2019-01-21T16:42:51.040Z,"95 km NW of Xinyuan, China",earthquake,2.6,1.9,0.091,36.0,reviewed,us,us,470.51591849850536,2018,11,7,311,45,historical,491687.0
2018-11-18 16:48:38.930000+00:00,41.749,81.5708,35.0,4.5,mb,,110.0,1.851,0.65,us,us1000htki,2019-01-30T18:36:26.040Z,"113 km W of Kuqa, China",earthquake,4.2,2.0,0.164,11.0,reviewed,us,us,413.98123592093077,2018,11,18,322,46,historical,492442.0
2018-11-21 06:53:35.520000+00:00,40.3487,78.8845,10.0,4.1,mb,,76.0,0.887,1.19,us,us1000hut9,2019-02-02T20:02:27.040Z,"125 km WSW of Aykol, China",earthquake,5.1,1.9,0.26,4.0,reviewed,us,us,348.60432417400074,2018,11,21,325,47,historical,492615.0
2018-11-21 13:02:50.530000+00:00,41.727,81.4788,35.0,4.3,mb,,77.0,1.779,0.8,us,us1000hux5,2019-02-02T20:02:27.040Z,"116 km ENE of Aksu, China",earthquake,8.2,2.0,0.178,9.0,reviewed,us,us,407.9269863886298,2018,11,21,325,47,historical,492641.0
2018-11-25 12:23:33.510000+00:00,44.6546,81.508,10.0,5.0,mb,,46.0,2.178,0.52,us,us1000hwcw,2019-02-02T20:02:30.040Z,"83 km NE of Huocheng, China",earthquake,5.9,1.3,0.052,120.0,reviewed,us,us,409.8883865090516,2018,11,25,329,47,historical,492852.0
2018-11-25 23:18:06.110000+00:00,39.8111,73.6973,10.0,4.1,mb,,113.0,1.497,1.44,us,us1000hwij,2019-02-02T20:02:30.040Z,"105 km ESE of Nookat, Kyrgyzstan",earthquake,5.0,2.0,0.212,6.0,reviewed,us,us,451.1990183448874,2018,11,25,329,47,historical,492887.0
2018-12-02 04:44:00.090000+00:00,39.7739,74.4118,58.95,4.2,mb,,122.0,1.893,1.3,us,us1000i075,2019-02-09T19:02:19.040Z,"139 km WNW of Kashgar, China",earthquake,6.9,11.3,0.236,6.0,reviewed,us,us,422.77057611442393,2018,12,2,336,48,historical,493746.0
2018-12-05 05:52:38.350000+00:00,40.298,77.6263,10.0,4.6,mb,,69.0,1.507,0.55,us,us1000i2jc,2019-02-16T19:52:21.040Z,"167 km ENE of Kashgar, China",earthquake,6.8,1.9,0.081,46.0,reviewed,us,us,317.82815408838763,2018,12,5,339,49,historical,494104.0
2018-12-13 05:47:35.350000+00:00,39.0284,74.7084,10.0,4.7,mb,,66.0,2.299,0.96,us,us2000it5l,2019-02-16T22:29:07.040Z,"115 km NE of Murghob, Tajikistan",earthquake,6.0,1.9,0.087,40.0,reviewed,us,us,487.61659555214385,2018,12,13,347,50,historical,494889.0
2018-12-20 11:08:12.620000+00:00,39.0994,74.7587,13.65,5.0,mww,,41.0,2.324,1.03,us,us2000ivaw,2022-05-03T19:42:09.308Z,"113 km WSW of Kashgar, China",earthquake,6.0,2.0,0.073,18.0,reviewed,us,us,478.6886485067978,2018,12,20,354,51,historical,495334.0
2018-12-20 11:49:46.940000+00:00,39.1614,74.744,10.0,4.6,mb,,66.0,2.302,0.94,us,us2000ivb7,2019-02-23T20:21:41.040Z,"southern Xinjiang, China",earthquake,6.4,1.9,0.097,32.0,reviewed,us,us,472.72060005839205,2018,12,20,354,51,historical,495338.0
2018-12-27 03:41:41.870000+00:00,43.1451,81.7672,25.94,4.6,mb,,54.0,2.559,0.48,us,us2000ixy6,2019-03-05T17:46:35.040Z,"91 km SE of Qapqal, China",earthquake,7.3,4.7,0.068,65.0,reviewed,us,us,397.4339217670827,2018,12,27,361,52,historical,495896.0
2019-01-06 16:22:32.190000+00:00,39.8478,77.6122,9.01,5.0,mww,,45.0,1.822,0.68,us,us2000j0uf,2019-03-08T17:50:17.040Z,"145 km ENE of Kashgar, China",earthquake,6.2,3.6,0.08,15.0,reviewed,us,us,366.8720060260123,2019,1,6,6,1,historical,496641.0
2019-01-12 04:32:02.090000+00:00,39.6095,75.7112,18.28,5.3,mww,,64.0,2.649,1.29,us,us2000j38u,2019-04-02T20:52:19.040Z,"28 km WNW of Kashgar, China",earthquake,6.3,3.8,0.071,19.0,reviewed,us,us,399.98364589775434,2019,1,12,12,2,historical,497049.0
2019-01-13 09:01:49.890000+00:00,39.6424,75.4059,35.0,4.2,mb,,70.0,2.497,1.4,us,us2000j3h4,2019-04-02T20:51:03.040Z,"53 km WNW of Kashgar, China",earthquake,6.9,2.0,0.136,15.0,reviewed,us,us,403.39313660680466,2019,1,13,13,2,historical,497126.0
2019-01-14 13:49:39.480000+00:00,40.2673,77.1905,10.0,4.6,mb,,86.0,1.532,0.71,us,us2000j3rd,2019-04-02T20:52:54.040Z,"135 km NE of Kashgar, China",earthquake,6.2,1.9,0.132,17.0,reviewed,us,us,316.10357581447914,2019,1,14,14,3,historical,497199.0
2019-01-17 13:32:37.070000+00:00,41.7386,81.6901,10.0,4.7,mb,,61.0,2.563,1.34,us,us2000j51m,2019-04-05T21:40:56.040Z,"103 km W of Kuqa, China",earthquake,7.4,1.9,0.08,48.0,reviewed,us,us,423.5586983610968,2019,1,17,17,3,historical,497408.0
2019-01-18 13:56:11.580000+00:00,41.7819,81.5616,10.0,4.5,mb,,70.0,2.458,0.87,us,us2000j5ra,2019-04-05T21:41:00.040Z,"114 km W of Kuqa, China",earthquake,8.3,1.9,0.103,28.0,reviewed,us,us,411.8692345023354,2019,1,18,18,3,historical,497487.0
2019-04-06 04:02:41.154000+00:00,39.0501,74.5846,35.0,4.5,mb,,58.0,2.2,1.22,us,us2000kb54,2019-06-18T15:50:31.040Z,"111 km NNE of Murghob, Tajikistan",earthquake,2.2,2.0,0.127,18.0,reviewed,us,us,489.32933230884595,2019,4,6,96,14,historical,502695.0
2019-04-14 11:20:56.124000+00:00,44.3403,81.1758,10.06,4.0,mwr,,64.0,2.531,0.67,us,us700035vp,2019-06-20T19:03:36.040Z,"40 km NE of Huocheng, China",earthquake,8.1,5.8,0.075,17.0,reviewed,us,us,372.4400519271039,2019,4,14,104,15,historical,503280.0
2019-05-05 06:54:48.885000+00:00,41.9458,78.5404,10.0,4.6,mb,,110.0,0.563,0.73,us,us70003gxg,2019-07-25T18:54:20.040Z,"61 km S of Ak-Suu, Kyrgyzstan",earthquake,6.4,1.9,0.073,56.0,reviewed,us,us,187.63786110585048,2019,5,5,125,18,recent,
2019-05-09 19:15:57.206000+00:00,45.125,80.4968,10.0,4.5,mb,,58.0,1.974,0.88,us,us70003j0b,2019-08-01T17:15:07.040Z,"55 km SE of Sarkand, Kazakhstan",earthquake,4.9,1.8,0.078,49.0,reviewed,us,us,366.7306802031225,2019,5,9,129,19,historical,504810.0
2019-05-17 19:49:38.089000+00:00,39.6249,75.7636,46.35,4.3,mb,,66.0,1.802,0.8,us,us70003mpy,2019-08-07T22:03:45.040Z,"25 km NW of Kashgar, China",earthquake,5.1,9.1,0.113,22.0,reviewed,us,us,397.2815211897798,2019,5,17,137,20,historical,505321.0
2019-05-18 07:53:37.784000+00:00,38.8688,74.9011,35.0,4.4,mb,,69.0,2.483,0.84,us,us70003mya,2019-08-07T22:03:47.040Z,"112 km NE of Murghob, Tajikistan",earthquake,2.6,2.0,0.134,16.0,reviewed,us,us,498.6291857320134,2019,5,18,138,20,historical,505357.0
2019-06-07 21:47:08.080000+00:00,42.2079,80.6295,10.0,4.6,mb,,118.0,1.678,1.16,us,us70003x14,2022-08-08T14:05:25.344Z,"117 km NNE of Aksu, China",earthquake,5.6,1.9,0.129,18.0,reviewed,us,us,323.02149375258955,2019,6,7,158,23,historical,506502.0
2019-07-05 02:12:15.440000+00:00,42.1727,78.6241,10.0,4.6,mb,,66.0,0.366,0.94,us,us70004akb,2019-09-26T14:30:15.040Z,"37 km SSE of Ak-Suu, Kyrgyzstan",earthquake,5.8,1.9,0.073,56.0,reviewed,us,us,176.68862349228803,2019,7,5,186,27,recent,
2019-08-04 12:31:52.265000+00:00,44.89,79.3059,10.0,4.3,mb,,74.0,2.477,0.72,us,us600050jf,2019-10-19T21:42:09.040Z,"38 km E of Tekeli, Kazakhstan",earthquake,5.6,1.9,0.137,15.0,reviewed,us,us,278.5158873618074,2019,8,4,216,31,recent,
2019-08-12 17:14:44.653000+00:00,40.8574,73.3947,10.0,4.6,mb,,84.0,0.56,0.94,us,us6000543c,2019-10-29T20:34:07.040Z,"12 km NE of Uzgen, Kyrgyzstan",earthquake,4.7,1.9,0.084,42.0,reviewed,us,us,380.34467786316714,2019,8,12,224,33,historical,513098.0
2019-08-17 23:07:48.184000+00:00,44.2015,79.7916,27.02,4.4,mb,,49.0,1.98,0.9,us,us600056ik,2019-11-02T15:26:12.040Z,"17 km WNW of Zharkent, Kazakhstan",earthquake,6.3,6.2,0.134,16.0,reviewed,us,us,265.03453561040016,2019,8,17,229,33,recent,
2019-08-19 13:14:43.406000+00:00,45.0476,79.8403,16.38,4.5,mb,,88.0,2.432,0.65,us,us600056yp,2019-11-02T15:26:17.040Z,"41 km S of Sarkand, Kazakhstan",earthquake,6.1,5.2,0.221,8.0,reviewed,us,us,321.21513289638864,2019,8,19,231,34,historical,513524.0
2019-09-07 00:30:16.288000+00:00,43.1853,76.8626,10.0,3.1,ml,,109.0,1.085,0.88,us,us70005d4m,2019-11-30T19:36:59.040Z,"9 km SW of Almaty, Kazakhstan",earthquake,4.4,2.0,0.128,8.0,reviewed,us,us,9.50391038061419,2019,9,7,250,36,recent,
2019-09-15 21:44:04.980000+00:00,39.5758,77.0677,10.0,4.4,mb,,77.0,2.222,0.86,us,us70005gsv,2019-12-05T18:31:09.040Z,"93 km E of Kashgar, China",earthquake,8.0,2.0,0.139,15.0,reviewed,us,us,392.22024908654396,2019,9,15,258,37,historical,515053.0
2019-09-30 12:24:25.771000+00:00,40.1226,76.1243,47.46,4.5,mb,,54.0,2.048,0.79,us,us70005nuq,2019-12-20T19:04:02.040Z,"73 km N of Kashgar, China",earthquake,6.5,6.6,0.127,18.0,reviewed,us,us,336.8218770531655,2019,9,30,273,40,historical,516295.0
2019-10-08 21:49:23.948000+00:00,42.8627,78.7119,23.81,4.5,mb,,53.0,0.429,1.24,us,us70005sbz,2019-12-28T20:45:55.040Z,"32 km ENE of Tyup, Kyrgyzstan",earthquake,6.0,5.7,0.106,26.0,reviewed,us,us,152.13629539945526,2019,10,8,281,41,recent,
2019-10-13 12:29:52.201000+00:00,45.9723,81.6036,19.98,4.0,mb,,60.0,0.875,0.89,us,us70005tvj,2019-12-28T20:45:46.040Z,"105 km NW of Druzhba, Kazakhstan",earthquake,4.2,3.9,0.163,10.0,reviewed,us,us,492.5632484090896,2019,10,13,286,41,historical,517188.0
2019-10-27 05:29:48.237000+00:00,41.2479,78.8581,10.0,4.7,mwr,,32.0,0.925,0.71,us,us600063ht,2020-01-11T21:26:47.040Z,"112 km WNW of Aykol, China",earthquake,4.5,1.8,0.066,22.0,reviewed,us,us,263.145352781196,2019,10,27,300,43,recent,
2019-10-27 10:52:41.344000+00:00,41.3098,78.8603,10.0,4.3,mwr,,60.0,0.896,0.87,us,us600063ju,2020-01-11T21:26:48.040Z,"114 km WNW of Aykol, China",earthquake,3.6,1.8,0.08,15.0,reviewed,us,us,257.8593659699637,2019,10,27,300,43,recent,
2019-12-04 12:48:30.994000+00:00,41.7243,81.7066,10.0,4.6,mb,,68.0,1.943,0.83,us,us60006lyn,2020-02-29T19:53:05.040Z,"101 km W of Kuqa, China",earthquake,6.1,1.9,0.099,30.0,reviewed,us,us,425.4341517813948,2019,12,4,338,49,historical,520729.0
2019-12-05 02:46:30.362000+00:00,41.7567,81.7211,19.46,4.8,mww,,73.0,1.962,0.53,us,us60006m8e,2020-02-29T19:53:06.040Z,"100 km W of Kuqa, China",earthquake,8.3,4.2,0.093,11.0,reviewed,us,us,425.1709717031149,2019,12,5,339,49,historical,520763.0
2019-12-05 04:59:00.571000+00:00,39.88,77.4711,9.12,4.5,mb,,67.0,1.864,0.86,us,us60006ma1,2020-02-29T19:53:06.040Z,"134 km ENE of Kashgar, China",earthquake,6.5,1.5,0.108,25.0,reviewed,us,us,361.52822004461564,2019,12,5,339,49,historical,520773.0
2019-12-05 07:54:07.513000+00:00,40.3567,78.4144,37.88,4.5,mb,,75.0,1.04,1.19,us,us60006mb5,2020-02-29T19:53:06.040Z,"160 km WSW of Aykol, China",earthquake,6.8,9.5,0.121,20.0,reviewed,us,us,330.8546209119349,2019,12,5,339,49,historical,520778.0
2019-12-11 01:13:57.820000+00:00,39.9338,78.0194,10.0,4.7,mb,,68.0,1.559,0.9,us,us60006q13,2020-03-04T21:26:52.040Z,"181 km NNE of Shache, China",earthquake,2.4,1.9,0.081,46.0,reviewed,us,us,364.82876175749936,2019,12,11,345,50,historical,521153.0
2019-12-17 12:06:22.109000+00:00,45.9516,81.6548,10.0,4.3,mb,,118.0,0.885,0.82,us,us60006smy,2020-03-07T17:47:26.040Z,"100 km NW of Druzhba, Kazakhstan",earthquake,7.5,1.9,0.265,4.0,reviewed,us,us,494.2304915608958,2019,12,17,351,51,historical,521677.0
2019-12-28 22:29:38.644000+00:00,39.0327,74.8147,10.0,4.4,mb,,67.0,2.379,1.06,us,us70006s04,2020-03-14T22:23:51.040Z,"112 km WSW of Kashgar, China",earthquake,5.8,1.7,0.11,24.0,reviewed,us,us,483.93109882997703,2019,12,28,362,52,historical,522647.0
2020-01-15 09:19:30.638000+00:00,39.5672,73.3878,10.0,4.2,mb,,57.0,1.227,1.16,us,us70007043,2020-04-08T19:40:10.040Z,"95 km E of Kyzyl-Eshme, Kyrgyzstan",earthquake,6.0,1.9,0.121,19.0,reviewed,us,us,488.6158481615914,2020,1,15,15,3,historical,525076.0
2020-01-17 16:05:48.854000+00:00,39.7276,77.1456,10.0,5.3,mww,,98.0,2.061,1.12,us,us700071qm,2020-04-08T19:40:19.040Z,"103 km ENE of Kashgar, China",earthquake,5.4,1.9,0.083,14.0,reviewed,us,us,375.69670606388036,2020,1,17,17,3,historical,525390.0
2020-01-19 13:27:56.630000+00:00,39.8353,77.1084,5.55,6.0,mww,,22.0,1.964,0.54,us,us60007anp,2022-03-10T05:00:55.779Z,"104 km ENE of Kashgar, China",earthquake,4.6,3.0,0.062,25.0,reviewed,us,us,363.5606427583889,2020,1,19,19,3,historical,525601.0
2020-01-19 13:39:32.445000+00:00,39.6252,77.3011,10.0,4.7,mb,,215.0,2.136,0.59,us,us60007ap9,2020-04-08T19:39:39.040Z,"114 km E of Kashgar, China",earthquake,9.4,2.0,0.224,6.0,reviewed,us,us,388.04987778055977,2020,1,19,19,3,historical,525603.0
2020-01-19 13:48:40.414000+00:00,39.7794,77.1027,10.0,4.4,mb,,95.0,2.019,0.71,us,us60007ap1,2020-04-08T19:39:39.040Z,"101 km ENE of Kashgar, China",earthquake,6.8,1.9,0.178,10.0,reviewed,us,us,369.742554948286,2020,1,19,19,3,historical,525605.0
2020-01-19 13:51:53.469000+00:00,39.9746,77.1281,10.0,4.5,mb,,75.0,1.826,0.77,us,us60007anx,2020-04-08T19:39:39.040Z,"112 km ENE of Kashgar, China",earthquake,7.4,1.9,0.121,23.0,reviewed,us,us,348.19139148523357,2020,1,19,19,3,historical,525606.0
2020-01-19 14:23:02.111000+00:00,39.8496,77.4275,10.0,5.0,mww,,98.0,1.899,0.55,us,us60007apc,2020-04-08T19:39:40.040Z,"130 km ENE of Kashgar, China",earthquake,6.7,1.8,0.08,15.0,reviewed,us,us,364.397510101971,2020,1,19,19,3,historical,525610.0
2020-01-19 14:55:11.827000+00:00,39.8705,77.4623,10.0,4.9,mww,,37.0,1.874,0.61,us,us60007apy,2020-04-08T19:39:40.040Z,"133 km ENE of Kashgar, China",earthquake,6.7,1.9,0.127,6.0,reviewed,us,us,362.4745070187407,2020,1,19,19,3,historical,525616.0
2020-01-19 15:49:31.651000+00:00,39.8711,77.4165,5.97,4.5,mb,,67.0,1.879,0.63,us,us60007aqk,2020-04-08T19:39:40.040Z,"130 km ENE of Kashgar, China",earthquake,4.1,4.8,0.104,27.0,reviewed,us,us,361.90918355935486,2020,1,19,19,3,historical,525620.0
2020-01-20 05:31:04.827000+00:00,44.8771,78.7142,10.0,4.5,mb,,63.0,2.387,0.57,us,us60007b4n,2020-04-08T19:39:42.040Z,"10 km WNW of Tekeli, Kazakhstan",earthquake,5.3,1.9,0.204,7.0,reviewed,us,us,246.5931289356111,2020,1,20,20,4,recent,
2020-01-20 16:15:30.055000+00:00,39.6712,77.3171,10.0,4.5,mb,,156.0,2.088,0.79,us,us60007bdq,2020-04-08T19:39:44.040Z,"116 km E of Kashgar, China",earthquake,4.5,1.9,0.171,10.0,reviewed,us,us,383.0836023641346,2020,1,20,20,4,historical,525729.0
